NIP;TIT;ANYCOM;ING_INGRESO;ING_NOTA;ING_CONV;ING_EST;ING_CUPO;CURSO_TITULADO;EDAD;SEXO;ESTUDIS_P;ESTUDIS_M;CRE_RECON_INI;NUMPRE
679195;156;2020;NAP;13,316;J;10;G;;18;V;5;5;63;3
679787;158;2020;NAP;11,287;J;10;G;;17;V;3;5;12;2
679826;158;2020;NAP;11,207;J;10;G;;18;M;3;4;60;1
678887;156;2020;NAP;10,275;J;10;G;;18;V;3;3;42;1
678742;156;2020;NAP;11,66;J;10;G;;18;V;4;4;60;1
679849;158;2020;NAP;11,128;J;10;G;;18;V;5;5;60;1
679216;156;2020;NAP;7,5;J;4;T;;44;V;4;3;39;3
683981;158;2020;NAP;10,725;J;10;G;;18;M;6;4;18;1
682910;158;2020;NAP;10,883;J;10;G;;18;V;3;3;60;1
685919;156;2020;NLE;9,586;J;10;G;;18;V;3;5;36;1
678840;156;2020;;13,472;J;10;G;;;V;;;;1
678908;156;2020;BMA;10,736;J;10;G;;19;V;5;5;;2
683921;156;2020;NAP;9,784;J;10;G;;18;M;4;5;60;1
682681;156;2020;NAP;10,064;J;5;G;;21;V;3;2;60;1
682728;156;2020;;10,126;J;10;G;;;V;;;;1
679812;158;2020;NAP;11,384;J;10;G;;17;M;4;5;24;1
678615;156;2020;BMA;10,708;J;10;G;;17;V;4;3;;4
678903;156;2020;NAP;12,851;J;10;G;;18;M;3;5;60;1
678850;189;2020;NAP;12,97;J;10;G;;18;M;5;5;60;1
678472;156;2020;NAP;10,588;J;10;G;;18;V;3;4;60;1
678757;156;2020;NAP;13,154;J;10;G;;18;V;5;4;60;1
682722;156;2020;NAP;10,157;J;11;G;;18;V;5;5;60;1
678888;156;2020;NAP;11,848;J;10;G;;17;V;4;4;60;1
679204;158;2020;NAP;12,572;J;10;G;;18;V;5;5;42;7
679181;182;2020;NAP;12,074;J;10;G;;17;V;5;4;72;1
678625;156;2020;;13;J;10;G;;;V;;;;1
679841;158;2020;NAP;11,18;J;10;G;;18;V;3;3;18;1
681290;156;2020;;9,926;J;10;G;;18;V;5;5;;3
678436;156;2020;NAP;11,742;J;10;G;;17;V;3;3;60;1
682739;182;2020;NAP;11,89;J;10;G;;18;V;5;5;72;1
682608;158;2020;NAP;11,002;J;10;G;;17;M;5;5;12;11
682740;182;2020;NAP;11,898;J;6;G;;18;V;4;3;6;2
678837;156;2020;NAP;11,541;J;10;G;;17;V;5;5;48;1
678489;156;2020;NAP;11,335;J;10;G;;17;V;5;5;48;1
678426;189;2020;NAP;12,208;J;10;G;;17;V;5;5;60;1
682699;156;2020;NAP;10,034;J;10;G;;18;V;4;5;60;2
678612;189;2020;NAP;12,914;J;10;G;;18;V;3;3;60;1
679218;182;2020;NAP;11,966;J;10;G;;18;V;3;4;72;1
681524;156;2020;NAP;9,802;J;10;G;;18;V;5;5;60;2
679209;182;2020;NAP;12,766;J;10;G;;17;V;5;5;36;1
679980;158;2020;NAP;11,884;J;10;G;;18;V;5;5;60;3
678491;189;2020;NAP;12,74;J;10;G;;18;V;5;5;60;1
678799;156;2020;NAP;10,266;J;10;G;;18;V;5;5;60;3
679801;158;2020;NAP;11,64;J;10;G;;18;V;5;5;60;2
679785;158;2020;NAP;11,552;J;10;G;;17;M;3;3;60;1
679867;158;2020;BMA;12,102;J;10;G;;17;M;5;5;;3
679205;182;2020;;12,136;J;11;G;;;M;;;;1
679829;158;2020;NAP;11,244;J;10;G;;17;M;4;4;60;3
679840;158;2020;BMA;12,488;J;10;G;;18;V;5;5;;2
679932;158;2020;NAP;11,406;J;5;G;;21;V;4;4;60;1
679156;182;2020;NLE;11,366;J;10;G;;18;V;4;4;36;1
678877;156;2020;NAP;12,526;J;10;G;;18;V;6;4;60;1
616232;158;2020;NAP;11,104;J;10;G;;20;V;5;4;70,5;1
678898;156;2020;NAP;11,4;J;10;G;;18;V;4;5;42;1
683963;158;2020;NAP;10,686;J;10;G;;17;M;4;5;48;1
678808;156;2020;;10,644;J;10;G;;;V;;;;7
678451;156;2020;NAP;11,682;J;10;G;;17;V;3;5;60;1
679202;182;2020;;12,472;J;10;G;;;V;;;;1
682716;156;2020;NAP;7,01;J;4;T;;23;M;4;4;0;3
678456;156;2020;NAP;10,812;J;10;G;;17;V;5;5;60;1
679201;182;2020;BMA;12,709;J;10;G;;19;V;6;5;;1
683924;156;2020;;9,779;J;10;G;;;V;;;;1
679877;158;2020;NAP;11,11;J;10;G;;17;V;3;3;60;1
678775;189;2020;BMA;12,371;J;10;G;;18;V;4;5;;1
679810;158;2020;NAP;11,714;J;10;G;;17;M;3;5;48;1
682934;158;2020;NAP;10,994;J;10;G;;17;M;3;4;30;1
678926;156;2020;NAP;11,734;J;10;G;;21;V;3;3;36;3
678782;189;2020;BMA;12,468;J;10;G;;18;V;5;5;;2
682940;158;2020;NAP;10,956;J;10;G;;18;M;3;3;48;1
678486;156;2020;NAP;10,488;J;10;G;;18;V;5;4;60;1
682715;156;2020;NAP;10,183;J;10;G;;18;V;3;5;42;1
679909;182;2020;NLE;11,41;J;10;G;;18;M;4;4;72;2
678788;156;2020;;11,437;J;10;G;;;V;;;;3
678433;156;2020;BMA;11,103;J;10;G;;17;V;4;4;;1
678824;156;2020;NAP;12,752;J;10;G;;18;V;3;4;60;1
678779;182;2020;BMA;11,734;J;10;G;;17;V;4;3;;2
678779;189;2020;NLE;11,734;J;10;G;;17;V;4;3;60;1
678838;156;2020;BMA;10,392;J;10;G;;18;V;5;5;;1
678449;156;2020;NAP;11,432;J;10;G;;18;V;3;5;60;1
682727;156;2020;BMA;10,157;J;10;G;;17;M;5;4;;7
678495;156;2020;BMA;11,307;J;10;G;;18;V;3;4;;2
682912;158;2020;NAP;10,746;J;10;G;;20;V;4;4;42;4
660321;158;2020;;;;;;;22;V;;;;2
678457;156;2020;NAP;11,553;J;10;G;;18;V;5;4;60;1
658442;158;2020;NAP;11,898;J;10;G;;18;M;5;5;60;2
682702;156;2020;NAP;10,197;J;10;G;;18;V;6;5;36;2
682738;182;2020;BMA;11,842;J;10;G;;18;V;4;5;;1
678644;156;2020;NAP;11,33;J;10;G;;18;V;5;4;60;1
682694;156;2020;NAP;10,064;J;10;G;;17;V;6;5;30;1
679908;158;2020;BMA;12,874;J;10;G;;18;M;5;4;;1
679789;158;2020;NAP;11,284;J;6;G;;22;V;6;6;60;1
678892;156;2020;;11,32;J;6;G;;;V;;;;1
660882;156;2020;;;;;;;20;V;;;;1
678818;156;2020;BMA;12,228;J;11;G;;18;M;5;4;;1
678884;156;2020;NAP;11,381;J;10;G;;18;M;4;4;60;2
678836;156;2020;NAP;10,38;J;10;G;;18;V;5;5;6;1
655633;156;2020;NAP;7,69;J;4;T;;32;V;5;4;66;1
682696;189;2020;NAP;11,96;J;10;G;;17;M;5;5;54;1
678839;189;2020;NRO;12,067;J;11;G;;17;V;4;5;60;1
678807;189;2020;NAP;13,41;J;10;G;;18;V;5;5;60;1
682726;156;2020;BMA;10,18;J;10;G;;17;V;5;5;;6
678755;189;2020;NAP;12,626;J;10;G;;18;V;4;5;60;1
592590;156;2020;;;;;;;22;V;;;;2
683949;156;2020;;9,733;J;5;G;;;V;;;;1
515262;156;2020;NTE;;;;;;26;V;5;3;190,5;3
682732;182;2020;NAP;11,82;J;10;G;;17;V;5;3;72;1
682731;182;2020;NAP;11,884;J;10;G;;17;V;3;5;72;2
678395;156;2020;NAP;11,994;J;10;G;;17;V;4;4;60;1
678418;156;2020;NAP;12,01;J;10;G;;18;V;4;5;60;1
678800;156;2020;NAP;12,801;J;10;G;;17;V;4;5;60;1
648259;156;2020;NAP;12,12;J;10;G;;19;V;5;5;36;1
645969;156;2020;;12,513;J;10;G;;19;V;4;4;;1
679198;182;2020;BMA;12,201;J;10;G;;18;V;5;4;;1
687001;156;2020;BMA;9,439;J;10;G;;19;V;5;5;;1
679817;158;2020;;12,986;J;10;G;;;M;;;;1
679178;156;2020;NAP;12,677;J;10;G;;18;V;4;5;63;2
682924;158;2020;NAP;10,794;J;10;G;;18;M;5;5;6;3
678396;182;2020;NAP;11,538;J;10;G;;17;V;5;5;72;1
678913;156;2020;NAP;10,266;J;10;G;;17;V;5;5;36;3
679188;156;2020;NAP;13,024;J;6;G;;17;M;5;4;63;4
678879;156;2020;NAP;11,576;J;10;G;;18;V;5;4;60;1
679968;158;2020;NAP;12,156;J;10;G;;18;M;5;5;60;1
678478;156;2020;BMA;10,948;J;10;G;;17;V;3;5;;1
678407;156;2020;NAP;10,514;J;10;G;;18;V;4;4;60;2
683959;158;2020;NAP;11,546;J;10;G;;17;V;5;5;24;3
682721;156;2020;NAP;10,002;J;10;G;;18;V;3;3;60;1
679206;156;2020;NAP;12,572;J;10;G;;18;V;5;5;63;4
678843;156;2020;NAP;11,132;J;10;G;;17;V;4;3;36;1
686424;189;2020;NLE;11,696;J;10;G;;18;V;4;4;60;1
682691;156;2020;NAP;10,152;J;10;G;;18;V;5;5;42;2
680711;156;2020;NLE;9,662;J;10;G;;18;V;4;4;60;1
679842;158;2020;NAP;12,778;J;10;G;;18;M;3;3;60;1
683938;156;2020;NAP;9,81;J;5;G;;20;V;4;4;36;1
682725;156;2020;NAP;10,038;J;10;G;;17;V;5;4;18;4
678649;156;2020;NAP;11,005;J;10;G;;18;V;5;5;24;5
678627;156;2020;BMA;11,81;J;10;G;;17;V;5;4;;1
686681;156;2020;NAP;6,101;S;7;M;;27;V;6;3;0;1
683965;158;2020;NAP;10,672;J;10;G;;18;V;5;5;60;1
678749;156;2020;NAP;10,474;J;10;G;;18;V;5;5;24;1
678437;156;2020;NAP;10,978;J;10;G;;17;V;5;5;60;2
678713;156;2020;BMA;13,345;J;11;G;;17;V;5;5;;1
678768;156;2020;NAP;12,326;J;10;G;;18;V;5;5;30;1
678857;156;2020;NAP;10,944;J;10;G;;17;V;5;5;18;1
678422;156;2020;NAP;12,014;J;10;G;;17;V;5;5;60;1
678725;156;2020;NAP;12,8;J;10;G;;18;V;4;3;60;1
678655;156;2020;NAP;10,482;J;10;G;;19;V;4;3;30;1
678461;189;2020;BMA;12,91;J;10;G;;17;V;5;4;;2
685914;156;2020;NLE;9,618;J;10;G;;18;M;5;5;60;1
678499;156;2020;NAP;10,456;J;10;G;;18;V;4;5;60;1
679190;156;2020;NAP;12,518;J;10;G;;17;V;5;5;63;2
678408;156;2020;NAP;11,937;J;10;G;;18;V;4;4;60;2
679821;158;2020;NAP;12,443;J;10;G;;19;M;4;4;66;1
682685;156;2020;;10,194;J;10;G;;;V;;;;1
682709;156;2020;BMA;10,073;J;10;G;;18;V;4;3;;2
678700;156;2020;NAP;10,273;J;10;G;;17;V;5;3;60;1
678695;156;2020;NAP;10,814;J;10;G;;17;V;4;5;60;1
678751;189;2020;BMA;12,546;J;10;G;;18;M;5;5;;2
678871;189;2020;NAP;12,137;J;10;G;;18;V;3;4;42;2
679204;156;2020;NAP;12,572;J;10;G;;18;V;5;5;63;3
678444;156;2020;NAP;11,552;J;10;G;;18;V;5;5;54;2
678925;156;2020;NAP;11,512;J;11;G;;17;V;5;5;30;2
678670;156;2020;NAP;11,246;J;10;G;;18;V;2;3;60;1
678458;156;2020;NAP;12,56;J;6;G;;19;V;4;2;60;1
679874;158;2020;NAP;11,037;J;11;G;;18;M;4;5;42;1
678728;156;2020;NAP;11,001;J;10;G;;18;M;5;5;60;1
678805;156;2020;NAP;10,488;J;10;G;;18;V;5;5;0;2
679893;158;2020;NAP;11,237;J;10;G;;18;V;5;4;18;2
619152;158;2020;NAP;11,649;J;10;G;;20;M;5;4;24;1
678679;156;2020;BMA;11,144;J;10;G;;18;M;3;4;;4
678400;156;2020;NAP;10,358;J;10;G;;18;V;4;5;48;1
678861;189;2020;BMA;12,382;J;10;G;;17;M;4;4;;2
678661;156;2020;NAP;11,418;J;10;G;;18;V;5;4;60;5
678890;156;2020;NAP;10,646;J;10;G;;19;M;4;3;60;1
682710;156;2020;NAP;10,132;J;10;G;;17;V;4;3;60;1
682957;158;2020;NAP;10,864;J;6;G;;17;V;5;5;42;3
678797;156;2020;NAP;11,107;J;10;G;;18;V;5;5;60;2
682687;156;2020;NAP;9,998;J;10;G;;18;V;4;5;60;1
678772;156;2020;NAP;12,114;J;10;G;;18;V;5;5;54;1
682936;158;2020;NAP;10,852;J;10;G;;18;M;5;4;60;1
680072;156;2020;NLE;9,438;J;10;G;;18;V;5;5;48;2
683932;156;2020;BMA;9,934;J;10;G;;18;V;5;5;;3
678774;156;2020;NAP;10,25;J;10;G;;17;V;4;5;60;2
679186;156;2020;NAP;12,248;J;10;G;;17;V;4;3;63;6
678906;156;2020;NAP;11,3;J;10;G;;17;V;5;5;60;1
683967;158;2020;NAP;10,728;J;10;G;;17;M;3;5;60;3
679797;158;2020;BMA;11,726;J;10;G;;18;M;4;3;;2
678420;156;2020;NAP;12,342;J;10;G;;17;V;4;5;60;1
677265;156;2020;;7,307;J;4;T;;28;M;;;;1
679165;158;2020;NAP;11,177;J;11;G;;18;V;5;5;6;8
683982;158;2020;;10,719;J;10;G;;;V;;;;1
678452;156;2020;NAP;10,904;J;10;G;;17;V;5;5;60;1
678678;156;2020;NAP;13,03;J;10;G;;18;V;3;4;60;1
678781;189;2020;NAP;12,465;J;10;G;;18;V;5;3;0;4
682697;156;2020;;10,023;J;10;G;;;V;;;;2
679966;158;2020;NAP;12,38;J;10;G;;18;M;4;4;60;2
679138;158;2020;NAP;11,058;J;10;G;;17;M;4;3;6;4
678915;156;2020;NAP;13,128;J;10;G;;18;V;5;4;60;1
677147;156;2020;NAP;10,729;J;10;G;;18;V;4;3;60;1
679920;158;2020;NAP;11,552;J;10;G;;18;V;3;3;54;1
682913;158;2020;NAP;10,852;J;10;G;;18;V;4;3;60;1
678428;189;2020;BMA;12,798;J;10;G;;17;M;4;4;;2
682714;156;2020;;10,208;J;10;G;;;V;;;;1
683927;156;2020;NAP;9,88;J;10;G;;17;V;3;4;30;1
678779;156;2020;BMA;11,734;J;10;G;;17;V;4;3;;3
678392;156;2020;NAP;10,642;J;10;G;;17;V;5;4;60;1
683919;156;2020;NAP;9,686;J;10;G;;18;V;3;3;12;1
685917;156;2020;NLE;9,624;J;10;G;;18;V;3;3;60;1
680539;156;2020;;9,686;J;10;G;;17;V;6;3;;1
678421;156;2020;NAP;10,474;J;10;G;;18;V;3;3;60;1
686686;158;2020;NAP;6,755;S;7;M;;28;V;4;4;18;1
678455;156;2020;NAP;10,54;J;10;G;;17;V;4;4;30;1
679834;158;2020;NAP;11,088;J;10;G;;17;M;4;5;42;1
678794;156;2020;NAP;11,308;J;10;G;;18;V;4;4;60;1
678733;156;2020;NAP;10,987;J;6;G;;19;V;5;4;60;1
678864;156;2020;NAP;10,335;J;10;G;;18;V;5;5;42;1
678399;156;2020;NAP;13,88;J;10;G;;17;V;5;5;60;1
678631;189;2020;BMA;13,335;J;10;G;;18;V;5;5;;1
646084;156;2020;NAP;11,306;J;10;G;;19;V;3;3;54;1
678829;156;2020;BMA;10,88;J;10;G;;18;M;4;4;;3
646886;189;2020;NAP;6,658;J;10;D;;19;V;3;5;60;4
678707;189;2020;NAP;12,347;J;10;G;;18;M;4;4;60;1
682952;158;2020;NAP;10,818;J;10;G;;18;M;3;4;60;1
535574;158;2020;NTE;;;;;;46;M;3;3;205,5;2
619851;189;2020;NTE;;;;;;21;V;4;4;72;4
678481;156;2020;NAP;11,75;J;10;G;;18;V;4;3;60;1
679167;182;2020;NAP;11,586;J;10;G;;18;V;5;5;60;1
683917;156;2020;NAP;9,893;J;10;G;;17;V;4;4;24;2
679936;158;2020;NAP;12,574;J;10;G;;18;V;3;4;60;1
682931;158;2020;NAP;10,938;J;10;G;;18;V;5;4;12;1
678614;156;2020;NAP;10,374;J;10;G;;18;V;5;5;60;1
678883;156;2020;;12,057;J;10;G;;;V;;;;3
648568;189;2020;NTE;;;;;;18;V;4;4;54;1
400791;189;2020;NAP;5,44;S;7;M;;39;V;3;2;0;1
650970;156;2020;;;;;;;18;V;3;4;;1
649818;156;2020;BMA;10,144;J;10;G;;19;V;5;5;;7
678413;156;2020;NAP;12,506;J;10;G;;17;V;6;4;60;1
678803;156;2020;NAP;10,318;J;10;G;;18;V;5;5;30;1
682688;156;2020;NAP;10,09;J;10;G;;17;V;5;5;54;2
656355;158;2020;NAP;11,846;J;10;G;;17;V;5;6;60;1
682708;156;2020;NAP;10,006;J;10;G;;18;V;5;5;30;1
645287;156;2020;;;;;;;18;V;4;5;;1
678388;189;2020;NAP;12,472;J;10;G;;17;M;5;5;60;1
682905;158;2020;BMA;10,878;J;10;G;;18;V;4;4;;1
679212;182;2020;NAP;12,3;J;10;G;;17;V;3;5;72;1
678826;156;2020;NAP;13,444;J;10;G;;18;M;5;5;60;1
679976;158;2020;;12,576;J;10;G;;;M;;;;2
311875;189;2020;NTE;7,82;J;4;T;;35;M;4;4;12;2
682943;158;2020;NAP;11,008;J;10;G;;17;V;4;4;60;3
678427;156;2020;NAP;11,466;J;10;G;;18;V;5;4;60;1
678833;156;2020;NAP;13,224;J;10;G;;18;V;5;5;60;1
684222;156;2020;;9,67;J;10;G;;;V;;;;1
679957;158;2020;NAP;11,268;J;10;G;;18;V;5;5;42;2
682737;156;2020;NAP;11,92;J;10;G;;17;V;5;5;36;4
679184;182;2020;NAP;13,416;J;10;G;;18;M;4;5;72;1
685487;156;2020;NRO;10,184;J;5;G;;22;V;4;5;60;1
678907;156;2020;NAP;12,03;J;10;G;;18;V;4;5;60;1
658048;158;2020;NAP;10,808;J;10;G;;17;M;6;5;18;4
678745;189;2020;NAP;12,564;J;10;G;;18;V;5;5;60;3
679969;158;2020;NAP;11,22;J;10;G;;17;V;5;5;60;2
686419;189;2020;NLE;11,646;J;10;G;;18;V;3;4;60;1
678786;156;2020;NAP;10,678;J;10;G;;18;M;4;4;54;1
679211;182;2020;NAP;12,318;J;10;G;;18;M;5;5;60;1
679798;158;2020;NAP;12,08;J;10;G;;18;M;4;5;60;1
679823;158;2020;;11,52;J;10;G;;;V;;;;2
679831;158;2020;;11,188;J;10;G;;;M;;;;1
678464;156;2020;NAP;11,804;J;10;G;;17;V;3;2;60;1
678633;156;2020;BMA;12,421;J;10;G;;18;V;5;5;;4
681578;156;2020;NAP;9,734;J;10;G;;18;V;3;5;60;1
678812;156;2020;BMA;10,746;J;10;G;;18;M;4;4;;1
679860;158;2020;NAP;11,568;J;10;G;;18;V;5;5;30;2
682677;189;2020;NAP;11,919;J;10;G;;17;V;5;5;30;1
678876;156;2020;NAP;11,069;J;10;G;;18;V;4;4;60;1
677303;156;2020;NAP;11,404;J;10;G;;19;V;5;4;60;1
680674;156;2020;NRO;10,437;J;11;G;;17;V;5;5;42;1
679963;158;2020;NAP;11,2;J;11;G;;18;M;4;4;60;1
679881;158;2020;NAP;11,548;J;10;G;;17;M;5;5;30;3
679889;158;2020;NAP;12,067;J;11;G;;18;M;5;4;60;3
678493;156;2020;NAP;10,416;J;10;G;;18;V;5;5;30;1
678721;156;2020;NAP;12,512;J;10;G;;18;M;4;5;60;2
679954;158;2020;NAP;12,6;J;10;G;;18;M;4;5;60;1
679878;158;2020;NAP;11,064;J;10;G;;17;V;5;5;60;3
682953;158;2020;NAP;10,747;J;10;G;;18;V;5;6;0;1
678675;156;2020;BMA;11,486;J;10;G;;18;V;4;4;;1
682921;158;2020;NAP;10,817;J;10;G;;18;M;3;5;48;1
682740;158;2020;NAP;11,898;J;6;G;;18;V;4;3;6;8
678873;189;2020;NAP;13,005;J;10;G;;18;V;5;5;60;2
685909;156;2020;BMA;9,641;J;10;G;;17;V;4;5;;1
659619;158;2020;NAP;10,755;J;10;G;;18;M;4;5;36;1
679220;182;2020;;12,067;J;10;G;;;V;;;;4
682945;158;2020;NAP;10,798;J;10;G;;17;M;4;4;60;1
654891;158;2020;NAP;11,668;J;10;G;;18;M;5;5;60;3
678683;189;2020;BMA;12,298;J;10;G;;17;V;5;5;;5
683978;158;2020;NAP;10,62;J;10;G;;18;M;4;3;6;1
679214;156;2020;NAP;13,018;J;11;G;;18;M;3;3;0;3
679214;182;2020;NAP;13,018;J;11;G;;18;M;3;3;0;2
683943;156;2020;BMA;9,94;J;10;G;;17;V;4;4;;4
678912;156;2020;NAP;11,094;J;10;G;;18;V;5;5;60;3
682601;158;2020;NAP;11,732;J;10;G;;18;M;5;5;0;3
681678;156;2020;NLE;9,556;J;10;G;;18;V;3;3;0;2
678919;189;2020;NAP;13,214;J;10;G;;17;V;5;5;60;1
679917;158;2020;NAP;12,186;J;10;G;;18;V;5;5;60;1
679953;158;2020;NAP;12,268;J;10;G;;17;M;5;5;60;2
328246;156;2020;NLE;6,1;J;4;T;;37;V;4;5;18;1
679845;158;2020;NAP;11,062;J;10;G;;18;V;4;5;60;1
678641;156;2020;NAP;12,892;J;10;G;;18;V;4;5;60;1
678642;156;2020;NAP;10,826;J;10;G;;17;V;5;5;60;1
679961;158;2020;NAP;11,306;J;10;G;;18;M;5;5;12;3
678411;156;2020;NAP;7,71;J;4;T;;26;V;5;5;18;1
678729;158;2020;NAP;10,584;J;10;G;;19;V;4;4;6;11
679956;158;2020;NAP;11,142;J;10;G;;18;M;5;5;60;2
679887;158;2020;NAP;11,084;J;10;G;;18;M;5;4;60;3
683964;158;2020;NAP;10,64;J;10;G;;18;M;5;5;12;1
678878;156;2020;NAP;11,048;J;10;G;;18;V;4;5;60;1
682944;158;2020;NAP;10,769;J;10;G;;18;V;4;4;60;1
678431;189;2020;NAP;12,214;J;10;G;;17;V;3;5;60;1
678381;156;2020;NRO;10,778;J;11;G;;19;M;3;5;60;1
678715;156;2020;NAP;12,992;J;10;G;;17;V;5;5;60;1
678473;156;2020;NAP;13,828;J;10;G;;18;M;3;3;60;1
679217;182;2020;NAP;12,711;J;10;G;;17;V;5;5;72;1
678623;156;2020;BMA;10,554;J;10;G;;18;V;5;4;;3
681463;158;2020;NAP;10,825;J;10;G;;18;V;5;5;12;13
678619;189;2020;NAP;12,297;J;10;G;;17;V;3;4;54;1
678855;189;2020;NAP;13,221;J;10;G;;19;M;5;5;60;1
679215;182;2020;NAP;13,08;J;10;G;;18;V;4;5;72;1
678691;156;2020;BMA;13,094;J;10;G;;18;V;5;5;;1
678390;189;2020;NAP;12,542;J;10;G;;18;M;4;5;24;1
679912;158;2020;NAP;11,166;J;10;G;;18;M;4;5;48;1
678730;189;2020;NAP;12,106;J;10;G;;18;V;5;5;60;1
682678;156;2020;;6,94;J;4;T;;;M;;;;9
686680;189;2020;NAP;7,71;S;7;M;;24;V;3;5;42;1
678723;156;2020;NAP;11,588;J;10;G;;18;M;4;4;60;1
682706;189;2020;NAP;12,029;J;10;G;;18;M;3;2;60;1
679803;158;2020;NAP;12,532;J;11;G;;21;M;5;4;6;1
682599;158;2020;NSC;10,344;J;11;G;;19;V;4;4;0;1
678734;156;2020;NAP;12,165;J;10;G;;18;V;4;5;60;1
678726;156;2020;BMA;11,185;J;10;G;;17;V;3;4;;1
682930;158;2020;NAP;10,974;J;10;G;;19;V;4;4;60;2
678680;156;2020;NAP;12,64;J;10;G;;18;V;4;4;60;1
678636;156;2020;NAP;12,557;J;10;G;;18;V;3;3;60;1
678758;189;2020;NAP;13,315;J;10;G;;19;V;5;5;54;1
678918;156;2020;NAP;13,491;J;10;G;;18;V;5;5;60;1
678687;158;2020;NAP;11,74;J;11;G;;18;M;4;4;42;5
678853;156;2020;NAP;11,7;J;10;G;;18;V;5;4;36;1
678875;156;2020;NAP;10,595;J;6;G;;20;V;5;5;60;2
682700;189;2020;NAP;11,986;J;10;G;;19;M;4;4;30;2
682733;182;2020;NAP;11,762;J;10;G;;17;V;5;5;72;2
680669;156;2020;NLE;9,578;J;10;G;;18;V;3;3;12;1
678419;156;2020;NAP;13,038;J;10;G;;17;V;3;4;60;1
678660;156;2020;BMA;10,317;J;10;G;;17;V;5;4;;4
678809;156;2020;NAP;11,828;J;10;G;;18;V;4;4;12;1
624498;156;2020;;;;;;;20;V;;;;1
596355;156;2020;NTE;;;;;;20;V;4;4;145,5;1
619851;156;2020;;;;;;;21;V;4;4;;1
644420;158;2020;;;;;;;26;M;;;;1
682686;189;2020;NAP;12,064;J;10;G;;18;V;5;3;60;6
682676;156;2020;NAP;10,096;J;10;G;;17;V;4;4;60;2
679808;158;2020;NAP;11,411;J;10;G;;18;M;3;4;60;1
679792;158;2020;;11,538;J;10;G;;;V;;;;2
686683;156;2020;NAP;7,91;S;7;M;;24;V;3;3;0;1
683942;156;2020;NAP;9,764;J;10;G;;17;V;3;5;36;1
683940;156;2020;;5;J;4;T;;;;;;;1
645772;156;2020;BMA;12,142;J;10;G;;19;M;5;5;;1
682713;156;2020;NAP;10,046;J;10;G;;18;M;6;5;24;1
644846;189;2020;;;;;;;21;V;;;;1
682689;156;2020;NAP;10,082;J;10;G;;18;V;5;5;60;1
683951;156;2020;NAP;9,844;J;10;G;;19;V;4;5;6;1
678626;156;2020;NAP;10,594;J;10;G;;17;V;5;5;60;1
678639;156;2020;NAP;11,604;J;10;G;;18;V;5;5;60;1
678905;156;2020;NAP;11,855;J;10;G;;17;V;5;4;60;1
679866;158;2020;NAP;11,305;J;11;G;;18;M;5;6;60;1
678632;156;2020;NAP;10,526;J;10;G;;17;V;5;5;60;4
683930;156;2020;NAP;9,895;J;10;G;;18;V;3;5;24;1
678398;156;2020;NAP;10,75;J;10;G;;18;M;4;4;60;1
679786;158;2020;NAP;11,71;J;10;G;;17;V;5;5;54;3
679195;182;2020;NAP;13,316;J;10;G;;18;V;5;5;72;1
678674;156;2020;NAP;10,626;J;10;G;;18;V;2;3;60;1
678743;156;2020;NAP;10,874;J;10;G;;18;M;4;4;54;5
678732;156;2020;;12,104;J;10;G;;;V;;;;1
678389;156;2020;NAP;10,398;J;10;G;;20;V;5;4;60;2
683972;158;2020;NAP;10,732;J;10;G;;18;M;2;2;60;2
678895;156;2020;NAP;13,301;J;10;G;;17;V;5;5;60;1
678706;156;2020;NAP;11,369;J;10;G;;17;V;3;3;60;1
678867;156;2020;NAP;10,226;J;10;G;;18;V;5;5;60;2
679922;158;2020;NAP;11,654;J;10;G;;17;M;4;5;60;1
241713;158;2020;;5,82;J;4;T;;40;V;5;5;;2
678684;156;2020;NAP;11,999;J;10;G;;18;V;5;5;60;1
683957;158;2020;NAP;10,634;J;10;G;;18;V;3;5;6;2
678810;156;2020;NAP;10,478;J;10;G;;18;V;3;4;60;1
679806;158;2020;;6,8;J;4;T;;;M;;;;6
678628;156;2020;NAP;10,932;J;10;G;;18;V;4;4;48;1
331395;156;2020;BMA;8,8;J;4;T;;33;V;4;4;;1
678910;156;2020;NAP;10,396;J;10;G;;24;V;6;5;60;1
678854;156;2020;NAP;12,14;J;10;G;;18;V;5;5;60;1
678488;156;2020;;11,794;J;10;G;;;V;;;;1
678709;156;2020;NAP;10,274;J;10;G;;18;V;3;3;60;1
678795;189;2020;NAP;13,198;J;11;G;;18;V;5;5;48;1
678889;156;2020;NAP;10,993;J;11;G;;18;V;5;5;60;4
678901;189;2020;NAP;12,083;J;10;G;;18;V;2;3;60;1
678731;189;2020;NAP;12,636;J;11;G;;17;V;5;5;60;1
679927;158;2020;NAP;11,909;J;10;G;;18;M;5;5;60;1
683944;156;2020;BMA;9,818;J;10;G;;18;M;5;5;;1
682946;158;2020;NAP;10,742;J;10;G;;18;V;4;4;60;1
679863;158;2020;NAP;11,874;J;10;G;;17;M;5;5;60;1
682906;158;2020;NAP;10,838;J;10;G;;17;V;5;5;60;1
685153;156;2020;NLE;9,511;J;10;G;;18;M;3;4;42;1
682911;158;2020;NAP;10,966;J;10;G;;18;V;5;5;18;2
678446;156;2020;NAP;11,35;J;10;G;;19;V;5;5;75;1
